,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,-1.6694981503194315,-0.9223818102109154,-0.5364679033163942,-0.845141638646595,0.1843569496944287,-1.2278556054230114,-0.9205946865678291,-0.16577719769576077,0.0743060031665114,-0.49042245373882676,-1.021375487763217,-1.729202114905588,-0.6827940753928166,-1.8155174123390314,1.0003876360501853
1,-1.6599048480317373,-0.9222563388491167,-0.8644927871471507,-0.8506576327472266,0.11614635341033576,-1.3441518472070906,-0.9195597456699591,-0.5725658718718054,-0.23186037981483684,-0.8667830591597676,-0.9268879887852548,-1.7207671300073761,-0.6896043758966751,-1.8146316675092655,1.0043805218153556
2,-1.6503115457440432,-0.9208378869437418,0.13635003936397283,-0.9497822383547779,-0.916616325874722,-1.360010425632192,-0.9185172693095544,-0.9948114654179562,-0.6410957279362791,-0.9815551996852842,-1.2599751254172467,-1.7125195892180132,-0.704336847373974,-1.8070744776302547,0.9934081758983452
3,-1.640718243456349,-0.9229817283727106,2.4996245954565732,-0.9888310794687498,-1.3072621614348976,-1.0639836283636275,-0.920352377054638,-0.15372217047653466,-1.0243985895314516,-1.1484085447482295,-1.3597335656567933,-1.700835573099749,-0.705748299030158,-1.7995190367537286,1.011328536506994
4,-1.6311249411686548,-0.9193216651460562,-0.48348482461375825,-0.8500128027330491,0.0950287240447974,-1.2331417982313786,-0.9168835852726159,0.35185836502070567,-0.23523138273626362,-0.5083310784569601,-0.7706697398615416,-1.6910884794395928,-0.6787960198436077,-1.8040034791245707,1.0019132713594072
5,-1.6215316388809606,-0.9186965160443098,0.1577205300149313,-0.8720641334498489,-0.1415810176543956,-1.1168455564472994,-0.9157969977583196,0.22539473667355908,0.2736137968085146,-0.5118676556071798,-0.8891837910475002,-1.6799667956478763,-0.6777187108812435,-1.7944144480733017,0.9953801797959776
6,-1.6119383365932667,-0.9202089006365445,-0.7525743580519614,-0.854504255660811,0.059034787155963005,-1.3230070759736217,-0.9177529238962768,0.14073556824763028,0.1539982748449467,-0.5429013888372225,-0.805177817967516,-1.6712818852711986,-0.6930650257537605,-1.7971378947995207,1.002394060113796
7,-1.6023450343055725,-0.9194287809990402,-1.0606317550562248,-0.8388725661602353,0.20727684247903475,-1.3316876041177097,-0.9165940475888043,0.04993472875736092,0.07373315299685718,-0.7153444607029467,-0.43826359926218456,-1.6633467513299178,-0.6919639984508597,-1.7765171555045804,1.0062004656182801
8,-1.5927517320178783,-0.9174034829362747,-1.1321889320102891,-0.8100768243151507,0.4723573947453246,-1.2973836542490975,-0.9140434701951604,-0.8449683903426135,0.0004964620764483152,-0.5451157806090926,-0.5913742869354729,-1.6550367291709385,-0.6840706246075906,-1.7556970299263812,1.0091317986094306
9,-1.5831584297301842,-0.914402210064635,-0.19775054286864224,-0.8963789260336242,-0.4322123507861417,-1.2287757545118732,-0.9110101383096461,-0.9092162058632617,-0.8880161837560813,-0.9383960590830599,-1.1170052587590267,-1.646039411946179,-0.6868013665445064,-1.7333700137788401,0.9996199468622953
